,Amount.Requested,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length,ho_mort,ho_rent
1464,9000.0,13.11,36,3,23.88,4229.17,685-689,11.0,7496.0,0.0,1,1,0
1465,6775.0,13.11,36,4,10.2,6666.67,685-689,14.0,5457.0,2.0,0,0,1
1466,2200.0,15.23,36,4,16.2,2500.0,675-679,7.0,2476.0,2.0,2,0,1
1467,10800.0,8.0,36,2,6.82,11250.0,790-794,7.0,10232.0,2.0,0,1,0
1468,16800.0,14.33,60,4,21.75,6666.67,675-679,14.0,23740.0,0.0,1,1,0
1469,3500.0,15.62,36,2,14.41,6833.33,660-664,7.0,11526.0,3.0,8,1,0
1470,9250.0,18.79,60,4,19.27,4448.0,660-664,9.0,22704.0,0.0,10,1,0
1471,23400.0,7.49,36,4,15.66,5580.0,740-744,6.0,2086.0,0.0,1,0,1
1472,10375.0,7.9,36,4,27.64,4500.0,745-749,7.0,0.0,0.0,5,1,0
1473,9325.0,14.09,36,4,21.35,3333.33,695-699,10.0,27007.0,1.0,0,0,1
1474,18000.0,21.48,60,4,15.82,6500.0,665-669,10.0,4256.0,0.0,10,0,1
1475,5375.0,8.9,36,4,29.48,3416.67,720-724,6.0,3007.0,2.0,0,0,1
1476,3700.0,15.8,36,3,32.2,3000.0,690-694,9.0,14151.0,0.0,1,0,1
1477,19125.0,18.49,36,4,9.1,4166.67,675-679,8.0,19761.0,3.0,10,0,1
1478,1625.0,15.31,36,1,4.32,1666.67,745-749,3.0,1759.0,4.0,3,0,0
1479,26000.0,16.77,60,2,11.77,4416.67,730-734,5.0,7560.0,1.0,10,1,0
1480,6650.0,18.25,60,4,17.12,3084.0,680-684,16.0,5646.0,2.0,3,1,0
1481,1000.0,11.49,36,4,21.36,4666.67,670-674,16.0,26558.0,0.0,10,0,1
1482,18000.0,14.42,36,2,7.89,5833.33,720-724,5.0,18505.0,1.0,3,1,0
1483,8000.0,12.84,36,2,16.73,3521.0,680-684,13.0,4075.0,0.0,3,1,0
1484,4575.0,15.65,36,3,14.31,5833.33,680-684,25.0,82586.0,2.0,2,0,0
1485,35000.0,21.97,60,4,19.32,14166.67,690-694,14.0,51314.0,3.0,3,1,0
1486,10000.0,12.12,36,4,12.46,4375.0,695-699,7.0,11070.0,0.0,5,1,0
1487,32350.0,18.49,36,4,20.14,6000.0,660-664,15.0,39513.0,1.0,3,0,0
1488,16000.0,12.98,36,4,15.86,3600.0,700-704,9.0,26357.0,2.0,3,1,0
1489,13750.0,14.09,36,3,24.77,3000.0,690-694,12.0,16734.0,1.0,1,0,1
1490,5600.0,11.14,36,3,27.96,11666.67,665-669,18.0,194205.0,0.0,10,1,0
1491,21000.0,23.76,60,4,24.82,7458.33,660-664,14.0,11973.0,0.0,10,0,1
1492,12000.0,7.9,36,2,21.99,5416.67,730-734,8.0,28146.0,0.0,10,1,0
1493,12000.0,13.49,36,4,16.29,6250.0,680-684,13.0,13528.0,1.0,7,1,0
1494,3600.0,13.99,36,3,10.0,5750.0,670-674,8.0,10766.0,2.0,4,0,1
1495,25000.0,16.32,60,4,22.19,7083.33,705-709,8.0,9133.0,0.0,4,1,0
1496,8400.0,9.25,60,1,22.47,4833.33,760-764,6.0,19187.0,0.0,3,1,0
1497,24375.0,15.8,60,4,30.61,4708.33,700-704,18.0,49136.0,0.0,10,1,0
1498,8575.0,15.8,36,4,34.41,4541.67,675-679,15.0,5180.0,1.0,10,1,0
1499,13800.0,12.12,36,4,17.11,4250.0,695-699,8.0,11366.0,0.0,0,0,1
1500,17000.0,11.49,36,4,13.69,5083.33,695-699,9.0,13883.0,0.0,4,0,1
1501,11000.0,13.67,36,4,13.44,4666.67,675-679,8.0,10482.0,0.0,6,1,0
1502,7800.0,14.35,36,3,21.89,2508.33,680-684,5.0,25780.0,0.0,0,0,1
1503,3725.0,10.59,36,3,18.57,11666.67,695-699,21.0,43987.0,0.0,10,0,1
1504,11000.0,17.27,36,3,11.44,5000.0,665-669,7.0,10070.0,3.0,10,1,0
1505,8500.0,15.31,36,4,7.56,3333.33,670-674,5.0,8844.0,0.0,0,0,1
1506,10000.0,9.76,36,3,6.83,4583.33,705-709,14.0,13511.0,0.0,7,0,1
1507,12000.0,11.71,60,4,23.3,4000.0,725-729,8.0,15010.0,0.0,10,1,0
1508,31500.0,12.12,60,3,21.32,5250.0,755-759,10.0,11936.0,0.0,10,0,1
1509,19000.0,15.31,60,4,27.65,3617.21,705-709,8.0,25692.0,0.0,3,0,1
1510,12000.0,10.16,36,4,14.22,8791.67,695-699,10.0,17185.0,2.0,8,1,0
1511,19125.0,10.16,36,4,25.58,4000.0,725-729,5.0,0.0,0.0,5,0,1
1512,6525.0,16.07,36,3,10.11,3166.67,700-704,3.0,2494.0,1.0,1,0,1
1513,8975.0,7.9,36,4,21.51,9166.67,725-729,18.0,61613.0,3.0,10,1,0
1514,6000.0,6.03,36,3,11.41,6250.0,780-784,9.0,89985.0,2.0,0,1,0
1515,20800.0,19.22,60,3,15.5,6916.67,680-684,20.0,28764.0,1.0,10,0,1
1516,8400.0,14.27,36,4,11.95,4166.67,680-684,10.0,16634.0,1.0,10,1,0
1517,20000.0,18.49,36,4,12.83,13583.33,675-679,17.0,30679.0,1.0,0,1,0
1518,18550.0,12.12,36,4,11.37,3941.0,710-714,14.0,9438.0,0.0,0,1,0
1519,9600.0,12.12,36,3,25.35,4750.0,685-689,11.0,29475.0,0.0,5,0,1
1520,6000.0,6.03,36,1,12.68,6666.67,775-779,13.0,8581.0,0.0,10,1,0
1521,14000.0,15.31,36,3,11.35,7333.33,680-684,7.0,6229.0,1.0,0,0,1
1522,17000.0,12.98,36,4,15.72,4333.33,705-709,5.0,19053.0,0.0,10,0,1
1523,13250.0,10.65,36,3,24.96,3333.33,700-704,13.0,16192.0,0.0,1,0,1
1524,13000.0,9.76,36,3,24.5,4166.67,705-709,10.0,15534.0,0.0,6,0,1
1525,20000.0,12.12,36,4,16.35,4166.67,700-704,7.0,15917.0,0.0,1,1,0
1526,7000.0,15.31,36,3,15.64,2666.67,670-674,11.0,11529.0,0.0,5,0,1
1527,12000.0,17.27,36,4,15.07,4166.67,665-669,7.0,12318.0,1.0,0,1,0
1528,4200.0,7.62,36,4,6.75,10416.67,735-739,15.0,10819.0,1.0,2,0,0
1529,15000.0,11.89,36,4,12.42,5000.0,715-719,15.0,31563.0,3.0,0,1,0
1530,1775.0,6.54,36,4,19.77,3333.33,725-729,11.0,2038.0,0.0,0,0,1
1531,10000.0,12.12,36,2,18.81,3250.0,695-699,10.0,19354.0,0.0,10,1,0
1532,14400.0,12.69,60,4,16.06,6250.0,730-734,6.0,28675.0,1.0,7,0,1
1533,16000.0,8.49,36,3,10.3,5416.67,735-739,15.0,15119.0,0.0,6,0,1
1534,10000.0,13.48,36,4,14.57,6307.42,680-684,11.0,18823.0,0.0,10,1,0
1535,3000.0,5.79,36,3,8.49,5416.67,745-749,13.0,10380.0,1.0,1,0,1
1536,20000.0,7.9,36,4,20.95,4333.33,750-754,9.0,13169.0,1.0,10,0,1
1537,6000.0,15.8,36,4,21.0,2176.67,685-689,13.0,4356.0,1.0,2,0,1
1538,7050.0,13.49,36,4,14.05,5624.0,680-684,6.0,2530.0,3.0,4,1,0
1539,11325.0,12.12,36,3,8.61,2833.33,725-729,3.0,9137.0,0.0,10,0,1
1540,2000.0,16.29,36,2,30.58,4166.67,670-674,9.0,3313.0,1.0,2,1,0
1541,11000.0,12.53,36,3,1.62,6667.0,690-694,7.0,4526.0,0.0,10,0,1
1542,10000.0,14.33,36,4,23.56,2750.0,700-704,4.0,14317.0,0.0,2,0,1
1543,15000.0,16.29,36,3,10.67,5000.0,665-669,14.0,13611.0,0.0,4,0,1
1544,23000.0,18.64,60,4,21.17,5166.67,690-694,13.0,23773.0,0.0,6,0,1
1545,10000.0,15.31,36,3,26.03,5416.67,675-679,12.0,7161.0,3.0,0,1,0
1546,4000.0,12.23,60,3,2.63,9417.0,705-709,5.0,13865.0,0.0,5,1,0
1547,13000.0,10.74,36,4,19.25,3200.0,715-719,7.0,28032.0,1.0,0,0,1
1548,5000.0,9.33,36,2,11.93,15000.0,715-719,16.0,60568.0,1.0,2,1,0
1549,6400.0,7.51,36,1,9.58,6400.0,735-739,11.0,12306.0,1.0,0,0,1
1550,3825.0,7.9,36,3,3.72,3333.33,745-749,3.0,5106.0,0.0,5,0,1
1551,8000.0,17.99,36,4,3.96,7750.0,660-664,9.0,8080.0,1.0,5,0,1
1552,8000.0,17.27,36,4,8.6,1833.33,665-669,7.0,2963.0,1.0,3,1,0
1553,6000.0,15.31,36,4,6.26,11833.33,660-664,21.0,21567.0,0.0,5,0,1
1554,2500.0,8.9,36,3,22.49,2583.33,715-719,7.0,5883.0,3.0,2,0,1
1555,10000.0,13.11,36,4,18.72,4625.0,685-689,13.0,7411.0,0.0,2,0,1
1556,14600.0,9.76,36,3,29.51,2500.0,730-734,14.0,23616.0,1.0,2,0,0
1557,24000.0,21.14,60,3,12.92,9166.67,660-664,7.0,4324.0,0.0,10,0,1
1558,2200.0,7.9,36,1,8.16,5500.0,770-774,8.0,2927.0,0.0,3,1,0
1559,10000.0,13.11,36,4,18.96,8744.26,680-684,16.0,27086.0,0.0,0,0,1
1560,5000.0,9.76,36,3,28.28,4583.33,695-699,15.0,38092.0,0.0,10,1,0
1561,12300.0,7.51,36,4,22.29,3750.0,735-739,6.0,27282.0,1.0,7,0,1
1562,2500.0,13.22,36,4,15.6,3166.67,690-694,10.0,3777.0,2.0,0,1,0
1563,15000.0,12.73,36,3,16.89,6691.67,700-704,14.0,14488.0,3.0,3,1,0
1564,1000.0,10.74,36,4,9.0,1100.0,715-719,5.0,1314.0,0.0,2,0,1
1565,18000.0,11.71,36,4,10.34,3540.0,700-704,8.0,14960.0,0.0,0,0,1
1566,5000.0,15.8,36,4,17.61,4583.33,700-704,4.0,4164.0,2.0,7,0,1
1567,6000.0,9.99,36,4,17.86,4980.0,685-689,10.0,15280.0,1.0,0,1,0
1568,2500.0,10.37,36,4,24.3,2000.0,705-709,10.0,1523.0,0.0,2,0,1
1569,6000.0,10.16,36,2,6.56,2333.33,710-714,6.0,440.0,3.0,8,1,0
1570,7000.0,7.75,36,4,10.37,4158.0,765-769,13.0,6634.0,0.0,8,0,1
1571,4200.0,13.06,36,1,13.82,6500.0,680-684,14.0,23653.0,1.0,10,1,0
1572,12500.0,14.09,36,4,21.5,2083.33,685-689,9.0,11967.0,0.0,6,0,0
1573,15400.0,16.32,60,3,15.17,6500.0,695-699,11.0,9989.0,1.0,4,0,1
1574,30000.0,17.77,36,3,9.41,10192.0,710-714,12.0,24188.0,0.0,0,0,1
1575,20700.0,16.29,60,4,32.95,6250.0,720-724,20.0,22277.0,1.0,7,0,1
1576,7000.0,13.11,36,2,22.36,5833.33,685-689,7.0,28985.0,1.0,5,1,0
1577,8000.0,7.9,36,2,8.91,3166.67,755-759,4.0,680.0,0.0,6,0,1
1578,18000.0,20.99,60,3,11.63,9051.83,670-674,5.0,32394.0,2.0,4,0,1
1579,12000.0,6.62,36,4,4.73,7083.33,745-749,9.0,6578.0,1.0,10,1,0
1580,5500.0,12.69,36,3,19.33,1800.0,670-674,6.0,12567.0,0.0,4,0,1
1581,18000.0,10.99,60,4,15.35,5666.67,750-754,12.0,1372.0,0.0,2,0,1
1582,5400.0,16.29,36,2,20.03,2666.67,660-664,9.0,11114.0,1.0,1,0,1
1583,18000.0,12.12,60,4,19.16,7583.33,730-734,14.0,26622.0,0.0,3,1,0
1584,3000.0,10.74,36,3,15.55,2000.0,705-709,5.0,1750.0,1.0,2,0,1
1585,21000.0,7.62,36,4,6.84,5333.33,775-779,7.0,19178.0,0.0,7,1,0
1586,8000.0,17.77,36,3,34.56,3291.67,725-729,26.0,18518.0,0.0,2,0,1
1587,1750.0,7.88,36,4,23.35,2000.0,735-739,13.0,13826.0,5.0,10,1,0
1588,7500.0,8.0,36,3,7.17,3750.0,795-799,14.0,9409.0,1.0,7,1,0
1589,9500.0,14.65,36,4,8.82,5416.67,685-689,4.0,7831.0,0.0,1,0,1
1590,14500.0,14.09,36,4,27.78,6250.0,705-709,9.0,46129.0,0.0,10,1,0
1591,4800.0,19.99,36,4,20.44,2500.0,660-664,4.0,21514.0,1.0,0,1,0
1592,3800.0,6.99,36,3,3.18,3583.33,740-744,9.0,3766.0,0.0,4,0,1
1593,20675.0,17.27,60,4,13.3,3916.67,710-714,5.0,2449.0,0.0,1,0,1
1594,3500.0,10.28,36,3,10.0,15000.0,685-689,,,,0,0,1
1595,27050.0,19.05,60,4,12.89,5083.33,690-694,8.0,15793.0,0.0,6,1,0
1596,8000.0,15.33,36,4,16.04,6416.67,675-679,8.0,25573.0,3.0,6,1,0
1597,5300.0,15.27,36,3,24.88,2500.0,660-664,11.0,7855.0,2.0,1,0,1
1598,5000.0,7.9,36,4,12.85,6666.67,730-734,18.0,9597.0,2.0,3,0,0
1599,15500.0,8.9,36,2,16.36,9000.0,700-704,8.0,4097.0,4.0,10,0,1
1600,11200.0,7.91,36,4,13.07,8500.0,720-724,9.0,5439.0,1.0,3,1,0
1601,16000.0,23.76,60,3,27.06,5416.67,665-669,18.0,24610.0,3.0,1,0,1
1602,21850.0,15.8,36,3,26.29,10000.0,690-694,20.0,43173.0,1.0,4,0,1
1603,2400.0,8.9,36,4,11.23,2333.33,705-709,8.0,2075.0,0.0,4,0,1
1604,2700.0,5.79,36,4,19.81,3958.33,750-754,14.0,13159.0,1.0,8,1,0
1605,30100.0,19.42,60,2,3.31,8333.33,705-709,15.0,3737.0,3.0,6,1,0
1606,20000.0,14.33,60,4,15.68,7083.33,720-724,8.0,17270.0,0.0,5,0,1
1607,6000.0,6.62,36,3,16.03,4166.67,805-809,5.0,79.0,0.0,1,0,1
1608,2000.0,14.65,36,4,16.66,2083.33,685-689,5.0,2566.0,1.0,5,0,0
1609,3200.0,12.86,36,3,14.77,2824.0,670-674,6.0,3318.0,1.0,7,0,1
1610,18000.0,13.49,60,4,28.35,13333.33,740-744,23.0,39592.0,0.0,0,1,0
1611,15000.0,15.27,36,3,7.85,15416.67,680-684,17.0,8962.0,1.0,6,0,1
1612,5000.0,11.99,60,1,14.85,4167.0,725-729,10.0,3489.0,3.0,2,0,1
1613,7500.0,13.67,36,3,15.97,4833.33,700-704,8.0,3908.0,2.0,5,0,1
1614,16000.0,17.99,36,4,5.64,7415.83,665-669,10.0,21686.0,3.0,10,0,1
1615,20000.0,7.9,36,3,21.42,5000.0,755-759,6.0,6264.0,1.0,7,1,0
1616,24000.0,15.8,60,4,16.73,7500.0,665-669,10.0,24126.0,0.0,7,1,0
1617,25000.0,15.95,36,3,17.95,7983.33,685-689,14.0,28330.0,0.0,2,0,1
1618,3000.0,6.03,36,3,5.5,4166.67,750-754,7.0,9616.0,0.0,5,0,1
1619,8000.0,11.48,36,3,15.1,3833.33,735-739,4.0,13415.0,0.0,6,0,0
1620,13000.0,10.99,60,2,21.7,6517.0,740-744,14.0,4663.0,0.0,3,1,0
1621,8000.0,6.03,36,4,4.51,3500.0,815-819,9.0,6737.0,0.0,10,1,0
1622,10000.0,12.12,36,2,31.46,5000.0,695-699,16.0,18921.0,0.0,6,1,0
1623,20000.0,12.53,36,3,3.65,5200.0,780-784,3.0,9231.0,0.0,7,1,0
1624,21700.0,15.31,36,3,13.93,5147.17,695-699,6.0,8795.0,2.0,0,1,0
1625,2500.0,11.99,36,4,9.98,6250.0,680-684,10.0,11131.0,3.0,10,0,1
1626,10000.0,14.96,36,4,17.79,3750.0,670-674,16.0,7201.0,4.0,4,0,1
1627,17000.0,7.9,36,1,27.41,3083.33,735-739,12.0,16756.0,0.0,10,0,1
1628,10000.0,6.62,36,4,24.24,3750.0,765-769,9.0,1623.0,0.0,2,0,1
1629,14100.0,18.55,36,4,22.7,3000.0,665-669,7.0,12114.0,1.0,10,0,0
1630,26500.0,20.49,60,3,30.36,5000.0,690-694,14.0,10350.0,0.0,5,1,0
1631,12000.0,12.12,36,4,9.7,11166.67,710-714,11.0,19643.0,1.0,3,1,0
1632,2200.0,13.87,36,3,10.35,3333.33,640-644,10.0,11606.0,1.0,3,0,1
1633,7200.0,7.62,36,1,7.97,8333.33,730-734,12.0,25430.0,0.0,6,0,1
1634,6500.0,8.32,36,4,5.43,3333.0,740-744,9.0,9830.0,5.0,10,1,0
1635,19750.0,17.27,60,4,13.39,6737.5,710-714,14.0,19070.0,3.0,4,1,0
1636,21000.0,14.91,60,4,9.64,3476.8,725-729,10.0,0.0,1.0,4,0,1
1637,3500.0,15.81,36,4,13.14,18333.33,665-669,8.0,11107.0,2.0,7,1,0
1638,2650.0,7.49,36,4,21.11,1482.92,725-729,15.0,1808.0,2.0,4,0,0
1639,15000.0,13.11,36,3,19.36,5000.0,695-699,10.0,16618.0,0.0,10,0,0
1640,4800.0,14.33,36,3,18.91,5833.33,695-699,13.0,29287.0,1.0,5,1,0
1641,12000.0,17.99,36,4,17.37,3666.67,670-674,10.0,7393.0,0.0,7,1,0
1642,6000.0,6.62,36,4,3.88,5000.0,760-764,5.0,4242.0,0.0,1,1,0
1643,12000.0,7.9,60,4,1.88,6666.67,790-794,6.0,3364.0,0.0,6,1,0
1644,1550.0,12.12,36,3,11.21,5083.33,680-684,9.0,5755.0,0.0,6,0,1
1645,35000.0,15.31,36,4,19.59,7500.0,695-699,11.0,29953.0,2.0,1,1,0
1646,3000.0,7.14,36,4,12.85,4916.67,730-734,8.0,3210.0,0.0,5,0,1
1647,15000.0,10.25,36,3,5.72,9166.67,720-724,13.0,14887.0,0.0,5,1,0
1648,14400.0,18.49,36,3,33.23,5166.67,665-669,14.0,11089.0,2.0,4,0,1
1649,12000.0,9.88,36,1,5.16,3333.33,755-759,7.0,1117.0,3.0,3,1,0
1650,20000.0,19.99,36,4,6.81,5500.0,660-664,11.0,9028.0,1.0,3,0,1
1651,11700.0,7.66,36,4,12.13,4583.33,745-749,13.0,26769.0,1.0,10,1,0
1652,7750.0,13.11,36,3,27.28,4208.33,660-664,14.0,11840.0,0.0,2,1,0
1653,12000.0,19.91,60,4,11.73,3000.0,660-664,10.0,10828.0,0.0,4,0,1
1654,6000.0,7.14,36,4,8.91,4500.0,760-764,10.0,4561.0,1.0,10,1,0
1655,5000.0,7.9,36,2,27.06,3333.33,720-724,16.0,11746.0,0.0,8,1,0
1656,6000.0,16.29,36,3,20.96,4183.33,665-669,10.0,7335.0,1.0,4,1,0
1657,25000.0,10.36,60,4,11.22,7916.67,755-759,6.0,36534.0,1.0,2,0,1
1658,23000.0,7.62,36,1,6.51,25000.0,810-814,10.0,227.0,0.0,10,1,0
1659,10000.0,13.11,36,4,9.14,5416.67,700-704,6.0,8119.0,1.0,7,1,0
1660,4800.0,7.88,60,1,7.88,1600.0,765-769,6.0,4191.0,1.0,0,1,0
1661,20500.0,12.12,36,3,30.95,4333.33,705-709,14.0,33294.0,0.0,10,1,0
1662,21000.0,18.79,60,4,20.31,6750.0,690-694,14.0,24763.0,0.0,0,1,0
1663,7500.0,7.9,36,1,11.79,2916.67,820-824,2.0,349.0,0.0,1,0,0
1664,16800.0,16.4,36,4,7.02,6666.67,675-679,8.0,16211.0,1.0,0,1,0
1665,10000.0,11.66,36,4,8.4,4133.33,685-689,6.0,11735.0,2.0,10,1,0
1666,12000.0,16.49,60,3,18.63,4000.0,685-689,9.0,11376.0,0.0,10,0,1
1667,17900.0,18.25,60,4,7.36,5000.0,705-709,7.0,10217.0,0.0,10,0,1
1668,24000.0,17.15,36,4,12.7,18483.0,670-674,14.0,40099.0,6.0,5,0,1
1669,9600.0,14.33,36,4,20.69,2750.0,670-674,16.0,11518.0,0.0,10,1,0
1670,8000.0,12.68,60,3,18.78,11583.33,700-704,13.0,86700.0,0.0,10,1,0
1671,9000.0,13.43,36,1,19.45,6750.0,690-694,7.0,26588.0,1.0,4,0,0
1672,10000.0,14.65,36,1,19.25,8083.33,675-679,14.0,9246.0,1.0,10,1,0
1673,8000.0,16.29,36,4,9.75,5250.0,665-669,14.0,6035.0,1.0,5,0,1
1674,12000.0,16.32,60,1,9.74,5000.0,680-684,9.0,6852.0,1.0,3,0,1
1675,20000.0,11.14,36,4,17.37,6650.0,715-719,9.0,19955.0,1.0,10,1,0
1676,4800.0,7.88,36,4,23.95,3750.0,710-714,19.0,114509.0,0.0,0,1,0
1677,28000.0,19.42,60,4,4.56,10813.17,685-689,8.0,9397.0,3.0,10,1,0
1678,10000.0,11.14,36,2,8.8,4000.0,705-709,17.0,10750.0,0.0,5,0,0
1679,7300.0,6.62,36,3,20.11,3416.67,730-734,14.0,23030.0,0.0,4,1,0
1680,8450.0,7.9,36,4,10.93,3000.0,730-734,6.0,7603.0,1.0,3,0,1
1681,20000.0,21.98,60,2,17.08,5000.0,675-679,5.0,19780.0,1.0,2,1,0
1682,16000.0,21.98,60,2,10.99,3466.67,665-669,8.0,13797.0,1.0,7,1,0
1683,30000.0,17.27,36,4,12.29,10000.0,695-699,17.0,18680.0,0.0,3,0,1
1684,12000.0,15.23,60,3,20.18,4166.67,700-704,10.0,18559.0,1.0,7,1,0
1685,24500.0,11.83,36,3,13.42,12500.0,810-814,10.0,346.0,0.0,10,0,0
1686,3000.0,13.75,36,1,2.38,588.5,640-644,4.0,469.0,0.0,8,0,0
1687,8000.0,15.31,36,3,18.62,3083.33,680-684,14.0,1669.0,2.0,4,0,0
1688,17000.0,8.94,36,2,2.19,10000.0,775-779,15.0,63646.0,1.0,0,1,0
1689,4200.0,11.71,36,4,15.97,6041.67,680-684,11.0,5913.0,0.0,8,0,1
1690,1400.0,14.27,36,2,3.05,2750.0,680-684,3.0,1276.0,0.0,1,0,1
1691,2500.0,14.65,36,4,23.58,5130.42,670-674,13.0,5942.0,2.0,4,0,0
1692,12000.0,15.31,36,4,18.24,3333.33,675-679,12.0,6209.0,1.0,7,1,0
1693,2200.0,11.71,36,2,1.02,7167.92,725-729,4.0,2639.0,0.0,3,1,0
1694,35000.0,16.29,36,4,19.92,14166.67,660-664,12.0,216561.0,1.0,10,1,0
1695,12000.0,14.09,36,4,10.21,20833.33,695-699,17.0,23800.0,2.0,4,1,0
1696,9600.0,13.99,36,3,13.94,3206.67,670-674,10.0,9824.0,0.0,9,0,1
1697,16500.0,6.03,36,4,22.65,5416.67,815-819,17.0,14835.0,0.0,10,1,0
1698,15000.0,11.86,60,4,16.38,6166.67,730-734,6.0,42971.0,0.0,10,1,0
1699,1500.0,11.49,36,3,15.9,5555.08,685-689,16.0,21774.0,2.0,10,1,0
1700,4000.0,12.12,36,4,25.95,3333.33,705-709,8.0,24937.0,0.0,1,1,0
1701,4325.0,10.75,36,3,17.77,4400.0,705-709,7.0,3365.0,0.0,2,0,1
1702,3600.0,6.91,36,4,19.07,1500.0,715-719,7.0,4298.0,0.0,0,0,1
1703,28000.0,7.62,36,4,19.21,14166.67,730-734,10.0,49026.0,0.0,10,1,0
1704,15000.0,13.11,36,3,18.73,4000.0,695-699,7.0,15055.0,0.0,2,0,1
1705,5000.0,15.31,36,2,10.28,1916.67,660-664,8.0,5982.0,0.0,5,0,1
1706,21000.0,13.67,36,4,11.42,10700.0,710-714,12.0,16830.0,2.0,2,1,0
1707,5000.0,17.14,60,1,4.17,3000.0,680-684,4.0,760.0,1.0,10,1,0
1708,14400.0,10.16,36,4,28.54,5083.33,705-709,12.0,4292.0,0.0,9,1,0
1709,13600.0,13.11,36,4,20.37,3666.67,680-684,14.0,20411.0,0.0,4,0,1
1710,7500.0,7.74,36,4,7.72,10000.0,775-779,14.0,5195.0,1.0,3,0,0
1711,18000.0,19.05,36,4,33.23,5416.67,685-689,10.0,15626.0,1.0,10,1,0
1712,15000.0,7.88,36,3,3.9,10000.0,755-759,8.0,6055.0,2.0,5,0,1
1713,4800.0,12.12,36,3,16.94,4800.0,680-684,7.0,2770.0,0.0,0,0,1
1714,10000.0,13.11,36,4,26.87,3166.67,680-684,6.0,7271.0,0.0,7,0,1
1715,26500.0,18.25,60,4,3.67,4416.67,720-724,3.0,7628.0,1.0,3,0,1
1716,15800.0,11.14,36,4,21.88,8333.33,745-749,7.0,29860.0,0.0,0,0,0
1717,20000.0,8.9,36,4,3.18,17500.0,735-739,6.0,28579.0,2.0,8,1,0
1718,7000.0,15.31,36,3,14.74,12208.33,685-689,22.0,25181.0,3.0,10,0,1
1719,24000.0,7.62,36,2,14.22,6833.33,760-764,8.0,11058.0,0.0,10,1,0
1720,12000.0,14.65,36,4,11.39,8333.33,685-689,14.0,19696.0,2.0,6,0,1
1721,10000.0,10.59,36,4,10.22,2083.33,685-689,4.0,6552.0,4.0,0,0,1
1722,23000.0,11.99,36,3,20.81,7000.0,725-729,10.0,21598.0,3.0,10,1,0
1723,14000.0,17.51,60,2,16.44,4666.67,695-699,11.0,10948.0,3.0,10,0,0
1724,18000.0,18.75,60,4,23.34,5416.67,695-699,10.0,14744.0,2.0,2,1,0
1725,7000.0,10.16,36,3,24.01,10250.0,705-709,15.0,43306.0,0.0,2,1,0
1726,12700.0,7.9,60,2,19.47,5833.33,775-779,12.0,14787.0,0.0,10,1,0
1727,12000.0,13.98,60,3,18.41,4666.67,700-704,14.0,13616.0,0.0,8,1,0
1728,4500.0,11.14,36,3,34.74,2700.0,690-694,13.0,6747.0,0.0,10,0,1
1729,1000.0,7.88,36,4,17.15,6000.0,715-719,11.0,23572.0,1.0,3,0,1
1730,1000.0,15.81,36,2,24.4,3000.0,665-669,5.0,3430.0,1.0,3,0,0
1731,10550.0,12.12,36,4,18.75,5583.33,685-689,7.0,9533.0,0.0,10,0,1
1732,17825.0,14.09,36,4,18.85,6250.0,690-694,12.0,27554.0,0.0,10,1,0
1733,10750.0,14.09,36,3,26.14,2666.67,720-724,3.0,9800.0,0.0,8,0,1
1734,13600.0,7.9,36,2,12.61,6250.0,740-744,7.0,14524.0,0.0,0,1,0
1735,20000.0,22.47,60,4,23.94,7000.0,670-674,8.0,19537.0,1.0,10,1,0
1736,10050.0,14.33,36,4,24.59,2500.0,685-689,9.0,10421.0,0.0,7,1,0
1737,30000.0,8.9,36,4,26.65,6666.67,740-744,7.0,10472.0,0.0,0,0,1
1738,27575.0,17.27,36,3,33.47,5750.0,700-704,21.0,24705.0,2.0,0,1,0
1739,14675.0,13.11,36,4,19.2,4416.67,695-699,16.0,17930.0,2.0,10,1,0
1740,10000.0,14.09,36,4,17.79,3333.33,675-679,9.0,10525.0,0.0,10,0,1
1741,7275.0,7.9,36,4,25.41,7000.0,720-724,13.0,8532.0,0.0,4,0,1
1742,4200.0,17.27,36,3,14.78,2083.33,660-664,7.0,3690.0,0.0,0,0,1
1743,25000.0,11.86,36,4,7.43,5250.0,730-734,9.0,18318.0,4.0,10,1,0
1744,13500.0,19.69,60,4,15.08,2666.67,665-669,6.0,13341.0,1.0,10,0,1
1745,2200.0,15.31,36,4,28.84,4750.0,675-679,13.0,26552.0,0.0,0,0,1
1746,20000.0,13.99,36,4,9.57,3750.0,700-704,13.0,9775.0,1.0,10,0,1
1747,14000.0,13.11,36,3,16.78,5500.0,680-684,10.0,4919.0,0.0,7,0,1
1748,12000.0,6.62,36,3,10.86,12500.0,730-734,12.0,15445.0,0.0,3,0,1
1749,4200.0,13.67,36,3,12.52,5000.0,710-714,8.0,9234.0,1.0,4,0,0
1750,7100.0,11.14,36,4,12.46,2183.33,690-694,7.0,7013.0,0.0,10,1,0
1751,15000.0,14.65,36,3,5.52,5416.67,700-704,9.0,13775.0,1.0,10,1,0
1752,15000.0,10.95,36,3,2.77,6666.67,750-754,13.0,11002.0,1.0,0,1,0
